person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
29.0,79200,MORTGAGE,4.0,VENTURE,A,8000,5.42,0,0.1,N,9,11.279744203985432
28.0,25200,RENT,5.0,PERSONAL,D,11500,14.46,1,0.46,Y,6,10.134638955251866
27.0,79200,OWN,1.0,HOMEIMPROVEMENT,E,15000,17.14,0,0.19,N,8,11.279744203985432
27.0,30000,RENT,2.0,VENTURE,B,11500,10.36,1,0.38,N,6,10.308985993422082
30.0,79416,MORTGAGE,12.0,MEDICAL,C,6000,13.49,0,0.08,Y,8,11.282467730111303
27.0,30000,RENT,6.0,VENTURE,B,11500,10.36,1,0.38,N,7,10.308985993422082
33.0,79440,MORTGAGE,12.0,MEDICAL,C,5525,13.85,0,0.07,Y,9,11.282769886756641
30.0,32000,RENT,15.0,VENTURE,C,11500,15.23,1,0.36,N,6,10.373522431293592
29.0,32000,RENT,3.0,MEDICAL,C,11500,14.22,1,0.36,N,7,10.373522431293592
35.0,79500,MORTGAGE,5.0,PERSONAL,D,9600,14.61,0,0.12,Y,5,11.283524879179666
28.0,79536,MORTGAGE,12.0,PERSONAL,A,16425,7.9,0,0.21,N,8,11.283977601178368
27.0,34928,RENT,1.0,HOMEIMPROVEMENT,E,11500,16.0,1,0.33,N,5,10.461072708705126
30.0,36000,RENT,5.0,EDUCATION,C,11500,15.27,1,0.32,Y,8,10.491301994830229
32.0,40000,OWN,2.0,VENTURE,C,7000,12.68,0,0.17,Y,10,10.596659732783579
28.0,30000,RENT,0.0,MEDICAL,D,11500,14.46,1,0.38,Y,5,10.308985993422082
35.0,79750,MORTGAGE,5.0,DEBTCONSOLIDATION,B,35000,11.99,0,0.44,N,5,11.28666455975343
27.0,38500,RENT,0.0,DEBTCONSOLIDATION,B,11500,12.42,0,0.3,N,9,10.55843949396453
31.0,79800,MORTGAGE,3.0,PERSONAL,A,5000,6.91,0,0.06,N,9,11.287291314687705
29.0,79800,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.08,N,8,11.287291314687705
32.0,79872,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000,12.68,0,0.15,N,10,11.288193152242721
29.0,79894,MORTGAGE,7.0,VENTURE,D,20000,14.96,0,0.25,Y,10,11.288468551573489
33.0,79985,MORTGAGE,6.0,EDUCATION,F,8000,21.36,0,0.1,N,5,11.289606898341733
28.0,40000,OWN,2.0,VENTURE,B,5000,10.0,0,0.13,N,5,10.596659732783579
28.0,79995,OWN,3.0,PERSONAL,C,15000,10.99,0,0.19,N,10,11.289731912405976
35.0,48000,RENT,3.0,MEDICAL,B,11500,11.11,0,0.24,N,9,10.778977123006351
35.0,50000,RENT,4.0,PERSONAL,B,11500,12.42,0,0.23,N,8,10.819798284210286
35.0,40000,OWN,0.0,PERSONAL,A,5000,6.92,0,0.13,N,5,10.596659732783579
28.0,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.69,0,0.11,N,6,11.289794413577894
29.0,74000,RENT,13.0,HOMEIMPROVEMENT,B,11500,11.71,0,0.16,N,10,11.211833885608513
32.0,74500,RENT,1.0,VENTURE,A,11500,7.05,0,0.15,N,8,11.218567827096358
33.0,92259,RENT,2.0,EDUCATION,B,11500,10.0,0,0.12,N,7,11.432365957111811
35.0,110000,RENT,2.0,VENTURE,B,11500,11.49,0,0.1,N,10,11.608244735642321
27.0,78262,RENT,4.0,HOMEIMPROVEMENT,B,11525,10.99,0,0.15,N,8,11.267830228788947
34.0,80000,MORTGAGE,4.0,PERSONAL,A,15000,6.03,0,0.19,N,10,11.289794413577894
32.0,65000,RENT,2.0,HOMEIMPROVEMENT,C,11600,13.49,0,0.18,Y,8,11.082157933374816
34.0,74000,MORTGAGE,13.0,VENTURE,C,10000,15.96,1,0.14,Y,10,11.211833885608513
27.0,80000,MORTGAGE,11.0,PERSONAL,A,8500,6.03,0,0.11,N,6,11.289794413577894
32.0,25000,RENT,4.0,MEDICAL,C,11700,12.68,1,0.47,Y,10,10.12667110305036
31.0,35000,RENT,6.0,MEDICAL,C,11700,13.06,1,0.33,N,9,10.463131911491967
27.0,44004,RENT,1.0,EDUCATION,D,11750,15.31,1,0.27,Y,8,10.692058542807912
29.0,80000,MORTGAGE,13.0,EDUCATION,A,10000,7.9,0,0.13,N,9,11.289794413577894
28.0,80000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.15,N,6,11.289794413577894
27.0,98000,RENT,3.0,EDUCATION,C,11750,13.47,0,0.12,Y,6,11.49273296168228
28.0,80000,OWN,12.0,EDUCATION,A,8400,7.9,0,0.1,N,5,11.289794413577894
30.0,80000,MORTGAGE,2.0,EDUCATION,A,3000,6.62,0,0.04,N,9,11.289794413577894
27.0,80000,MORTGAGE,11.0,EDUCATION,B,7500,11.71,0,0.09,N,10,11.289794413577894
27.0,80000,MORTGAGE,4.0,PERSONAL,A,6000,6.03,0,0.07,N,10,11.289794413577894
33.0,30000,RENT,3.0,DEBTCONSOLIDATION,B,11975,9.99,1,0.4,N,8,10.308985993422082
27.0,42000,RENT,1.0,MEDICAL,B,11975,12.53,0,0.29,N,6,10.645448706505872
31.0,80000,MORTGAGE,13.0,EDUCATION,A,20000,8.9,0,0.25,N,10,11.289794413577894
33.0,58344,RENT,5.0,VENTURE,D,11975,16.29,0,0.21,Y,9,10.974128944240208
27.0,80000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7400,12.69,0,0.09,N,7,11.289794413577894
32.0,80000,MORTGAGE,15.0,VENTURE,A,12000,5.99,0,0.15,N,8,11.289794413577894
30.0,22452,RENT,2.0,VENTURE,A,12000,7.29,1,0.53,N,5,10.019179514532201
29.0,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,25000,7.49,0,0.31,N,7,11.289794413577894
34.0,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,11000,10.99,0,0.14,N,6,11.289794413577894
32.0,24000,RENT,2.0,MEDICAL,A,12000,10.99,1,0.5,N,8,10.085850775128717
30.0,62900,MORTGAGE,2.0,MEDICAL,B,10000,10.99,1,0.14,N,6,11.049317340813348
27.0,80000,MORTGAGE,2.0,EDUCATION,A,12000,6.99,0,0.15,N,6,11.289794413577894
28.0,25000,RENT,1.0,MEDICAL,B,12000,9.83,1,0.48,N,9,10.12667110305036
30.0,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,10.99,0,0.14,N,6,11.289794413577894
34.0,25200,RENT,6.0,PERSONAL,C,12000,13.48,1,0.48,N,10,10.134638955251866
30.0,25536,RENT,4.0,MEDICAL,C,12000,14.79,1,0.47,Y,10,10.147883659883789
29.0,80000,MORTGAGE,5.0,MEDICAL,B,22000,10.59,0,0.28,N,10,11.289794413577894
27.0,80000,MORTGAGE,5.0,PERSONAL,C,35000,10.99,0,0.44,N,8,11.289794413577894
34.0,80000,MORTGAGE,3.0,VENTURE,A,3600,5.99,0,0.04,N,9,11.289794413577894
28.0,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4400,10.99,0,0.06,N,5,11.289794413577894
32.0,80000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,15350,8.49,0,0.19,N,7,11.289794413577894
27.0,26237,RENT,0.0,VENTURE,C,12000,13.22,1,0.46,N,5,10.174964020640976
32.0,26400,RENT,12.0,VENTURE,A,12000,6.17,1,0.45,N,9,10.181157167204903
29.0,27000,RENT,1.0,DEBTCONSOLIDATION,D,12000,13.24,1,0.44,Y,6,10.203629181337648
27.0,28000,RENT,8.0,MEDICAL,A,12000,7.51,1,0.43,N,9,10.239995502805316
30.0,28000,RENT,5.0,PERSONAL,C,12000,14.22,1,0.43,N,8,10.239995502805316
28.0,28080,RENT,0.0,DEBTCONSOLIDATION,A,12000,7.88,1,0.43,N,5,10.242848470041249
31.0,80000,MORTGAGE,7.0,PERSONAL,B,25000,9.99,0,0.31,N,10,11.289794413577894
27.0,80000,MORTGAGE,6.0,MEDICAL,B,23750,10.99,0,0.3,N,9,11.289794413577894
34.0,30000,RENT,2.0,PERSONAL,A,12000,10.99,1,0.4,N,6,10.308985993422082
28.0,30000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.62,1,0.4,N,7,10.308985993422082
34.0,30000,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,1,0.4,N,8,10.308985993422082
29.0,30000,RENT,0.0,PERSONAL,B,12000,10.36,1,0.4,N,7,10.308985993422082
30.0,80000,MORTGAGE,7.0,VENTURE,B,16800,10.99,0,0.21,N,8,11.289794413577894
30.0,30000,RENT,4.0,DEBTCONSOLIDATION,D,12000,15.21,1,0.4,Y,6,10.308985993422082
27.0,30000,RENT,5.0,EDUCATION,B,12000,11.36,1,0.4,N,9,10.308985993422082
28.0,80000,MORTGAGE,11.0,PERSONAL,A,16000,5.99,0,0.2,N,7,11.289794413577894
30.0,80000,MORTGAGE,1.0,EDUCATION,B,4975,10.59,0,0.06,N,9,11.289794413577894
31.0,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.39,1,0.4,N,9,10.308985993422082
34.0,80000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0,0.15,N,9,11.289794413577894
34.0,30412,RENT,4.0,MEDICAL,B,12000,10.38,1,0.39,N,5,10.322625427564935
30.0,31200,RENT,0.0,PERSONAL,E,12000,16.45,1,0.38,Y,7,10.348205424565993
35.0,80000,OWN,5.0,PERSONAL,D,15000,15.99,0,0.19,Y,9,11.289794413577894
30.0,80000,MORTGAGE,2.0,VENTURE,C,6000,14.17,0,0.07,Y,6,11.289794413577894
31.0,74000,MORTGAGE,13.0,VENTURE,C,1500,12.68,1,0.02,N,10,11.211833885608513
31.0,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,16000,13.8,0,0.2,N,9,11.289794413577894
29.0,32000,RENT,3.0,PERSONAL,A,12000,10.99,1,0.38,N,9,10.373522431293592
31.0,80000,MORTGAGE,6.0,EDUCATION,A,12750,7.29,0,0.16,N,10,11.289794413577894
27.0,80000,MORTGAGE,0.0,PERSONAL,B,8000,9.63,0,0.1,N,6,11.289794413577894
28.0,32000,RENT,12.0,DEBTCONSOLIDATION,A,12000,7.88,1,0.38,N,9,10.373522431293592
28.0,32400,RENT,3.0,DEBTCONSOLIDATION,C,12000,14.26,1,0.37,N,10,10.385944565501662
31.0,80000,MORTGAGE,10.0,MEDICAL,A,10000,10.99,0,0.13,N,5,11.289794413577894
29.0,32800,RENT,13.0,MEDICAL,E,12000,16.45,1,0.37,N,9,10.39821428171237
32.0,33000,RENT,1.0,EDUCATION,A,12000,6.54,1,0.36,N,8,10.404293143019792
28.0,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,15000,14.17,0,0.19,N,8,11.289794413577894
28.0,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6500,11.11,0,0.08,N,7,11.289794413577894
27.0,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.11,0,0.04,N,7,11.289794413577894
27.0,33000,RENT,3.0,MEDICAL,B,12000,10.75,1,0.36,N,5,10.404293143019792
28.0,33280,RENT,6.0,PERSONAL,A,12000,7.66,1,0.36,N,9,10.412741942560633
27.0,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,10000,12.68,0,0.13,N,5,11.289794413577894
33.0,80000,MORTGAGE,9.0,VENTURE,B,6000,11.11,0,0.07,N,7,11.289794413577894
27.0,80000,MORTGAGE,11.0,PERSONAL,A,16000,6.91,0,0.2,N,5,11.289794413577894
33.0,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,24000,14.46,0,0.3,N,6,11.289794413577894
31.0,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12400,9.99,0,0.15,N,6,11.289794413577894
30.0,80000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10750,6.17,0,0.13,N,5,11.289794413577894
28.0,80000,OWN,1.0,MEDICAL,A,3000,6.54,0,0.04,N,9,11.289794413577894
31.0,34000,RENT,0.0,MEDICAL,C,12000,13.16,1,0.35,Y,9,10.434145214930487
27.0,80000,MORTGAGE,4.0,MEDICAL,A,15000,6.54,0,0.19,N,8,11.289794413577894
31.0,80000,OWN,13.0,MEDICAL,A,12000,5.79,0,0.15,N,10,11.289794413577894
27.0,40000,OWN,11.0,EDUCATION,A,6400,9.32,0,0.16,N,6,10.596659732783579
29.0,34999,RENT,2.0,MEDICAL,B,12000,11.58,1,0.34,N,10,10.46310334047155
29.0,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,D,5000,15.21,0,0.06,N,6,11.289794413577894
27.0,35000,RENT,8.0,PERSONAL,B,12000,9.91,1,0.34,N,8,10.463131911491967
29.0,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4500,6.76,0,0.06,N,10,11.289794413577894
27.0,35000,RENT,0.0,EDUCATION,A,12000,7.29,1,0.34,N,6,10.463131911491967
28.0,80000,MORTGAGE,8.0,EDUCATION,A,9600,7.51,0,0.12,N,6,11.289794413577894
29.0,74000,MORTGAGE,3.0,EDUCATION,D,3000,16.32,1,0.04,N,6,11.211833885608513
32.0,35100,RENT,4.0,EDUCATION,A,12000,5.99,1,0.34,N,10,10.465984899076615
35.0,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.19,N,9,11.289794413577894
35.0,36000,RENT,9.0,MEDICAL,D,12000,16.29,1,0.33,N,9,10.491301994830229
29.0,36000,RENT,13.0,MEDICAL,A,12000,7.49,1,0.33,N,10,10.491301994830229
29.0,36000,RENT,6.0,VENTURE,A,12000,7.49,1,0.33,N,7,10.491301994830229
27.0,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,14500,10.75,0,0.18,N,6,11.289794413577894
28.0,36000,RENT,2.0,VENTURE,A,12000,5.42,1,0.33,N,10,10.491301994830229
27.0,80000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,24000,11.12,0,0.3,N,10,11.289794413577894
33.0,36000,RENT,9.0,PERSONAL,A,12000,7.29,1,0.33,N,6,10.491301994830229
32.0,80000,MORTGAGE,6.0,EDUCATION,A,13000,7.88,0,0.16,N,10,11.289794413577894
29.0,36000,RENT,1.0,DEBTCONSOLIDATION,B,12000,12.21,1,0.33,N,9,10.491301994830229
30.0,36400,RENT,2.0,MEDICAL,B,12000,10.65,1,0.33,N,9,10.502351525774941
28.0,36888,RENT,5.0,MEDICAL,C,12000,10.99,1,0.33,Y,7,10.515668682606062
28.0,80000,MORTGAGE,13.0,PERSONAL,B,21000,11.36,0,0.26,N,7,11.289794413577894
32.0,37076,RENT,3.0,PERSONAL,B,12000,12.42,1,0.32,N,7,10.520752110257845
27.0,80000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,11.36,0,0.25,N,5,11.289794413577894
30.0,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.15,N,8,11.289794413577894
33.0,80000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.07,N,10,11.289794413577894
28.0,80000,MORTGAGE,12.0,VENTURE,A,2500,10.99,0,0.03,N,7,11.289794413577894
30.0,37500,RENT,5.0,EDUCATION,B,12000,10.99,1,0.32,N,6,10.53212287826962
28.0,37500,RENT,4.0,DEBTCONSOLIDATION,C,12000,10.99,1,0.32,N,9,10.53212287826962
29.0,37920,RENT,2.0,PERSONAL,C,12000,13.48,1,0.32,Y,10,10.543260327329259
34.0,80000,MORTGAGE,7.0,EDUCATION,B,19000,10.62,0,0.24,N,10,11.289794413577894
27.0,38000,RENT,0.0,MEDICAL,A,12000,6.62,1,0.32,N,10,10.545367754151743
32.0,80000,OWN,2.0,VENTURE,B,10000,11.14,0,0.13,N,9,11.289794413577894
32.0,38000,RENT,2.0,EDUCATION,B,12000,12.42,1,0.32,N,6,10.545367754151743
27.0,80000,OWN,11.0,EDUCATION,B,5000,11.14,0,0.06,N,7,11.289794413577894
31.0,80000,MORTGAGE,5.0,VENTURE,A,6000,7.4,0,0.07,N,9,11.289794413577894
33.0,80000,MORTGAGE,4.0,MEDICAL,B,12000,11.14,0,0.15,N,6,11.289794413577894
29.0,80000,OWN,0.0,VENTURE,C,24000,12.87,0,0.3,N,9,11.289794413577894
29.0,80000,MORTGAGE,2.0,PERSONAL,A,5000,7.74,0,0.06,N,9,11.289794413577894
28.0,80000,MORTGAGE,1.0,PERSONAL,A,3100,7.05,0,0.04,N,9,11.289794413577894
28.0,38295,RENT,5.0,PERSONAL,C,12000,10.99,1,0.31,N,7,10.553100731072345
27.0,39996,OWN,1.0,VENTURE,B,8000,12.53,0,0.2,N,6,10.596559730283433
34.0,62900,MORTGAGE,11.0,MEDICAL,A,18000,8.94,1,0.24,N,5,11.049317340813348
27.0,80000,MORTGAGE,11.0,PERSONAL,B,20000,10.99,0,0.25,N,10,11.289794413577894
28.0,38500,RENT,2.0,PERSONAL,B,12000,10.75,1,0.31,N,5,10.55843949396453
28.0,80000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,12.18,0,0.15,N,5,11.289794413577894
28.0,38643,RENT,7.0,PERSONAL,B,12000,11.58,1,0.31,N,8,10.5621468026374
31.0,80000,MORTGAGE,6.0,EDUCATION,B,7500,12.18,0,0.09,N,7,11.289794413577894
30.0,80000,MORTGAGE,14.0,VENTURE,C,8000,13.92,0,0.1,N,8,11.289794413577894
29.0,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,16000,12.84,0,0.2,Y,7,11.289794413577894
27.0,80000,OWN,2.0,PERSONAL,B,9000,12.21,0,0.11,N,8,11.289794413577894
28.0,39000,RENT,0.0,DEBTCONSOLIDATION,C,12000,12.53,1,0.31,Y,9,10.571342565808699
32.0,62900,MORTGAGE,5.0,MEDICAL,D,2750,10.99,1,0.04,Y,7,11.049317340813348
34.0,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,12000,10.99,0,0.15,N,10,11.289794413577894
31.0,80000,MORTGAGE,0.0,MEDICAL,B,15000,10.95,0,0.19,N,8,11.289794413577894
28.0,80000,MORTGAGE,8.0,EDUCATION,C,13000,13.47,0,0.16,N,5,11.289794413577894
30.0,80000,OWN,0.0,PERSONAL,D,8000,15.05,0,0.1,N,5,11.289794413577894
27.0,62900,MORTGAGE,1.0,MEDICAL,B,8000,11.46,1,0.11,N,8,11.049317340813348
28.0,74000,MORTGAGE,6.0,VENTURE,E,7000,15.38,1,0.09,N,9,11.211833885608513
28.0,80000,OWN,2.0,HOMEIMPROVEMENT,C,16000,11.66,0,0.2,Y,7,11.289794413577894
33.0,80000,OWN,12.0,HOMEIMPROVEMENT,C,9000,11.97,0,0.11,N,7,11.289794413577894
27.0,80000,MORTGAGE,11.0,EDUCATION,A,5000,8.0,0,0.06,N,6,11.289794413577894
28.0,80000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,13.24,0,0.25,N,8,11.289794413577894
27.0,40000,RENT,4.0,MEDICAL,B,12000,12.69,0,0.3,N,8,10.596659732783579
31.0,40000,RENT,5.0,MEDICAL,B,12000,11.99,0,0.3,N,5,10.596659732783579
35.0,80004,MORTGAGE,2.0,PERSONAL,B,3200,11.11,0,0.04,N,7,11.289844411702974
28.0,40000,RENT,12.0,VENTURE,B,12000,11.11,0,0.3,N,5,10.596659732783579
31.0,80004,MORTGAGE,9.0,MEDICAL,C,3500,12.61,0,0.04,N,10,11.289844411702974
27.0,40000,RENT,8.0,MEDICAL,B,12000,10.37,0,0.3,N,9,10.596659732783579
28.0,80004,MORTGAGE,5.0,MEDICAL,A,12000,6.91,0,0.15,N,6,11.289844411702974
31.0,80004,MORTGAGE,9.0,MEDICAL,B,5500,10.75,0,0.07,N,8,11.289844411702974
28.0,80004,MORTGAGE,2.0,VENTURE,B,22750,11.49,0,0.28,N,6,11.289844411702974
28.0,34000,RENT,0.0,EDUCATION,D,12000,14.61,1,0.35,Y,8,10.434145214930487
30.0,34000,RENT,0.0,DEBTCONSOLIDATION,C,12000,12.87,1,0.35,N,6,10.434145214930487
35.0,80004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400,10.95,0,0.18,N,5,11.289844411702974
32.0,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10,10.596659732783579
30.0,40000,RENT,13.0,EDUCATION,B,12000,9.2,0,0.3,N,8,10.596659732783579
30.0,34046,RENT,2.0,MEDICAL,D,12000,14.96,1,0.35,Y,6,10.435497201969248
32.0,34310,RENT,2.0,VENTURE,D,12000,14.96,1,0.35,Y,8,10.443221281449327
30.0,80256,OWN,11.0,VENTURE,A,24000,7.49,0,0.3,N,7,11.292989264602502
34.0,80300,MORTGAGE,3.0,PERSONAL,C,15000,12.73,0,0.19,Y,9,11.293537353157436
35.0,80308,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.15,N,10,11.293636973355513
29.0,41004,RENT,6.0,PERSONAL,B,12000,10.0,0,0.29,N,7,10.621449289470512
28.0,74400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,10.99,1,0.27,N,8,11.217224661591072
32.0,35830,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.51,1,0.33,N,7,10.486568719482518
29.0,80400,MORTGAGE,13.0,VENTURE,A,8000,7.14,0,0.1,N,10,11.294781892900653
32.0,42000,RENT,13.0,PERSONAL,A,12000,7.51,0,0.29,N,8,10.645448706505872
31.0,42000,RENT,12.0,PERSONAL,B,12000,10.99,0,0.29,N,9,10.645448706505872
27.0,42000,RENT,2.0,PERSONAL,B,12000,10.65,0,0.29,N,7,10.645448706505872
29.0,80496,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,13.72,0,0.12,N,10,11.295975195631474
28.0,80500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.07,N,5,11.296024885689746
28.0,80569,MORTGAGE,2.0,EDUCATION,B,4000,9.63,0,0.05,N,7,11.296881650771242
28.0,42000,RENT,0.0,VENTURE,B,12000,11.11,0,0.29,N,9,10.645448706505872
34.0,80600,MORTGAGE,2.0,EDUCATION,B,15000,12.21,0,0.19,N,6,11.297266335365645
27.0,36000,RENT,2.0,DEBTCONSOLIDATION,D,12000,14.09,1,0.33,Y,10,10.491301994830229
31.0,36000,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8,10.491301994830229
28.0,80748,MORTGAGE,5.0,MEDICAL,A,5000,7.51,0,0.06,N,9,11.299100857107293
27.0,80800,MORTGAGE,3.0,PERSONAL,C,3000,10.99,0,0.04,N,10,11.299744620670225
30.0,42000,RENT,1.0,PERSONAL,B,12000,9.88,0,0.29,N,8,10.645448706505872
31.0,42000,RENT,1.0,MEDICAL,B,12000,10.99,0,0.29,N,9,10.645448706505872
33.0,42000,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.57,0,0.29,N,7,10.645448706505872
35.0,81000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5400,10.99,0,0.07,N,5,11.302216779257382
28.0,81000,MORTGAGE,6.0,VENTURE,A,2500,5.99,0,0.03,N,6,11.302216779257382
30.0,42600,RENT,13.0,VENTURE,B,12000,11.71,0,0.28,N,8,10.659633006160352
30.0,42886,RENT,3.0,PERSONAL,B,12000,10.59,0,0.28,N,10,10.666324028690118
29.0,81000,MORTGAGE,5.0,PERSONAL,A,14000,7.66,0,0.17,N,9,11.302216779257382
27.0,81000,OWN,4.0,VENTURE,C,9000,13.43,0,0.11,Y,9,11.302216779257382
32.0,81000,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10,11.302216779257382
33.0,81000,OWN,4.0,PERSONAL,A,12000,6.17,0,0.15,N,8,11.302216779257382
28.0,81000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,6.17,0,0.07,N,10,11.302216779257382
34.0,39000,OWN,5.0,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,N,6,10.571342565808699
29.0,37000,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7,10.518700218288165
27.0,43200,RENT,0.0,VENTURE,A,12000,8.94,0,0.28,N,5,10.673618922112436
31.0,81000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0,0.09,N,8,11.302216779257382
29.0,81000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7750,9.32,0,0.1,N,10,11.302216779257382
27.0,81000,MORTGAGE,2.0,MEDICAL,A,5500,8.0,0,0.07,N,8,11.302216779257382
29.0,75000,MORTGAGE,8.0,PERSONAL,C,12000,13.16,1,0.16,Y,7,11.225256725762893
28.0,81000,MORTGAGE,0.0,VENTURE,C,5000,12.53,0,0.06,N,9,11.302216779257382
33.0,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9,11.225256725762893
27.0,39000,OWN,3.0,MEDICAL,A,9600,5.79,0,0.25,N,10,10.571342565808699
32.0,44808,RENT,5.0,PERSONAL,B,12000,10.99,0,0.27,N,8,10.710164291083952
28.0,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5200,11.49,0,0.06,N,7,11.303697146165202
30.0,81120,OWN,3.0,EDUCATION,B,18000,10.75,0,0.22,N,10,11.303697146165202
32.0,81204,MORTGAGE,6.0,EDUCATION,A,3600,7.88,0,0.04,N,9,11.304732100608703
34.0,45000,RENT,17.0,VENTURE,A,12000,6.03,0,0.27,N,9,10.714439990727769
29.0,45000,RENT,0.0,MEDICAL,C,12000,12.99,0,0.27,Y,7,10.714439990727769
29.0,81400,MORTGAGE,13.0,EDUCATION,A,10000,10.99,0,0.12,N,8,11.307142836927456
28.0,45000,RENT,12.0,EDUCATION,A,12000,5.42,0,0.27,N,10,10.714439990727769
31.0,81600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.57,0,0.05,N,7,11.309596795779068
33.0,81804,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,8.0,0,0.11,N,8,11.312093645417177
29.0,75840,OWN,5.0,HOMEIMPROVEMENT,G,25000,21.27,1,0.33,N,6,11.236394322495983
29.0,81900,MORTGAGE,13.0,VENTURE,A,8000,7.66,0,0.1,N,10,11.313266479778829
32.0,45000,RENT,9.0,MEDICAL,A,12000,7.88,0,0.27,N,6,10.714439990727769
33.0,45000,RENT,4.0,MEDICAL,A,12000,7.88,0,0.27,N,6,10.714439990727769
28.0,81996,MORTGAGE,12.0,EDUCATION,B,3000,12.42,0,0.04,N,5,11.314437940211276
29.0,39000,OWN,10.0,PERSONAL,C,9000,12.72,0,0.23,Y,9,10.571342565808699
35.0,45000,RENT,3.0,MEDICAL,B,12000,11.26,0,0.27,N,5,10.714439990727769
35.0,82000,MORTGAGE,3.0,PERSONAL,A,18800,7.51,0,0.23,N,10,11.314486721293981
29.0,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4400,16.29,1,0.06,Y,10,11.23850177707664
28.0,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.29,0,0.3,N,5,11.314486721293981
27.0,82000,MORTGAGE,11.0,VENTURE,A,4000,7.9,0,0.05,N,10,11.314486721293981
33.0,82000,MORTGAGE,2.0,EDUCATION,A,6000,7.51,0,0.07,N,10,11.314486721293981
29.0,82000,OWN,5.0,PERSONAL,C,21000,14.65,0,0.26,Y,5,11.314486721293981
27.0,82000,MORTGAGE,11.0,PERSONAL,A,10000,7.51,0,0.12,N,9,11.314486721293981
29.0,82000,MORTGAGE,5.0,MEDICAL,B,20000,10.99,0,0.24,N,7,11.314486721293981
28.0,46000,RENT,3.0,MEDICAL,B,12000,10.99,0,0.26,N,8,10.736418414365376
